"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"528.0","1528923496595","5343849240359","-0.07823181","-0.093933105","-0.015411377"
"533.0","1528923496600","5343854275759","-0.073638916","-0.02809143","-0.010986328"
"538.0","1528923496606","5343859311159","-0.05847168","0.07728577","-0.0023651123"
"543.0","1528923496612","5343864346560","-0.04222107","0.19496155","0.0048217773"
"548.0","1528923496617","5343869381960","-0.02796936","0.29499817","0.0042877197"
"553.0","1528923496617","5343874417361","-0.0259552","0.3630829","-0.0047302246"
"558.0","1528923496626","5343879452761","-0.037399292","0.3907776","-0.022277832"
"563.0","1528923496630","5343884488161","-0.05996704","0.36831665","-0.03883362"
"569.0","1528923496636","5343889523562","-0.091796875","0.3045807","-0.048339844"
"574.0","1528923496640","5343894558962","-0.1268158","0.21536255","-0.055252075"
"579.0","1528923496647","5343899594363","-0.15505981","0.1355896","-0.05645752"
"584.0","1528923496651","5343904629763","-0.1687622","0.09602356","-0.05076599"
"589.0","1528923496655","5343909665163","-0.16152954","0.1149292","-0.033966064"
"594.0","1528923496660","5343914700564","-0.13975525","0.18962097","-0.016357422"
"599.0","1528923496667","5343919735964","-0.113845825","0.27496338","-0.035110474"
"604.0","1528923496670","5343924771364","-0.07698059","0.3723297","-0.030792236"
"609.0","1528923496675","5343929806765","-0.0289917","0.51493835","0.008056641"
"614.0","1528923496680","5343934842165","0.009719849","0.6109772","0.034698486"
"619.0","1528923496685","5343939877566","0.058898926","0.7335663","0.06478882"
"624.0","1528923496690","5343944912966","0.11477661","0.8769226","0.09602356"
"629.0","1528923496695","5343949948366","0.18455505","1.0475616","0.12902832"
"634.0","1528923496700","5343954983767","0.22883606","1.1490784","0.14317322"
"639.0","1528923496706","5343960019167","0.24153137","1.1283112","0.14202881"
"644.0","1528923496709","5343965054568","0.22192383","0.9783478","0.13237"
"649.0","1528923496716","5343970089968","0.18305969","0.7376251","0.12724304"
"654.0","1528923496720","5343975125368","0.15188599","0.5084076","0.12739563"
"659.0","1528923496725","5343980160769","0.12908936","0.29551697","0.1199646"
"664.0","1528923496730","5343985196169","0.11506653","0.1334076","0.10420227"
"669.0","1528923496735","5343990231570","0.10966492","0.02722168","0.08656311"
"674.0","1528923496740","5343995266970","0.11541748","-0.021713257","0.07249451"
"679.0","1528923496746","5344000302370","0.13027954","-0.023162842","0.06239319"
"684.0","1528923496750","5344005337771","0.14906311","0.0018463135","0.062408447"
"689.0","1528923496755","5344010373171","0.16558838","0.0342865","0.068222046"
"694.0","1528923496760","5344015408571","0.1761322","0.06271362","0.0712738"
"699.0","1528923496765","5344020443972","0.18450928","0.079422","0.06796265"
"704.0","1528923496770","5344025479372","0.19223022","0.08068848","0.06222534"
"709.0","1528923496775","5344030514773","0.2008667","0.065200806","0.057769775"
"715.0","1528923496780","5344035550173","0.21359253","0.035568237","0.05860901"
"720.0","1528923496786","5344040585573","0.22824097","-0.013381958","0.06086731"
"725.0","1528923496789","5344045620974","0.24028015","-0.089416504","0.058410645"
"730.0","1528923496795","5344050656374","0.24630737","-0.20237732","0.050231934"
"735.0","1528923496799","5344055691775","0.24845886","-0.35697937","0.0385437"
"740.0","1528923496808","5344060727175","0.25286865","-0.5379791","0.028289795"
"745.0","1528923496817","5344065762575","0.26098633","-0.704895","0.029525757"
"750.0","1528923496817","5344070797976","0.27072144","-0.8451996","0.042114258"
"755.0","1528923496822","5344075833376","0.2821808","-0.9437256","0.05718994"
"760.0","1528923496825","5344080868777","0.29463196","-0.996048","0.066848755"
"765.0","1528923496830","5344085904177","0.30314636","-1.0015411","0.06604004"
"770.0","1528923496835","5344090939577","0.29962158","-0.9481964","0.04710388"
"775.0","1528923496839","5344095974978","0.28172302","-0.8588562","0.0062408447"
"780.0","1528923496845","5344101010378","0.24572754","-0.7726593","-0.050994873"
"785.0","1528923496849","5344106045779","0.1928711","-0.69351196","-0.18144226"
"790.0","1528923496855","5344111081179","0.12663269","-0.64624023","-0.37025452"
"795.0","1528923496859","5344116116579","0.044540405","-0.7255249","-0.47032166"
"800.0","1528923496865","5344121151980","-0.04360962","-0.89863586","-0.48345947"
"805.0","1528923496869","5344126187380","-0.13290405","-1.0219574","-0.51174927"
"810.0","1528923496874","5344131222780","-0.21907043","-1.0524445","-0.5702362"
"815.0","1528923496881","5344136258181","-0.2882843","-0.9963074","-0.648407"
