"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"19371.0","1528923515046","5362303964096","-0.81941223","-8.5634","5.581238"
"19376.0","1528923515051","5362308999497","-0.86291504","-8.563431","5.6586"
"19381.0","1528923515056","5362314034897","-0.96087646","-8.507034","5.7046356"
"19386.0","1528923515061","5362319070297","-0.9415436","-8.456146","5.70726"
"19391.0","1528923515067","5362324105698","-0.94218445","-8.40181","5.774597"
"19396.0","1528923515072","5362329141098","-1.1305084","-8.420319","5.7627563"
"19401.0","1528923515076","5362334176499","-1.165329","-8.42952","5.7695465"
"19406.0","1528923515081","5362339211899","-1.1419373","-8.546051","5.7313385"
"19411.0","1528923515086","5362344247299","-1.2805023","-8.573273","5.6652527"
"19416.0","1528923515093","5362349282700","-1.2004242","-8.432739","5.6223755"
